Date,Product,Store,Price,Demand,Sales
2022-01-07,Product_5,Store_2,59.25,52,44
2022-01-07,Product_5,Store_3,11.81,63,44
2022-01-08,Product_1,Store_1,72.19,69,44
2022-01-08,Product_1,Store_2,75.95,67,47
2022-01-08,Product_1,Store_3,85.0,68,62
2022-01-08,Product_2,Store_1,30.42,70,54
2022-01-08,Product_2,Store_2,49.01,78,73
2022-01-08,Product_2,Store_3,96.6,68,49
2022-01-08,Product_3,Store_1,86.62,58,37
2022-01-08,Product_3,Store_2,35.91,96,90
2022-01-08,Product_3,Store_3,67.0,77,62
2022-01-08,Product_4,Store_1,25.21,69,53
2022-01-08,Product_4,Store_2,44.22,63,55
2022-01-08,Product_4,Store_3,11.83,49,41
2022-01-08,Product_5,Store_1,86.41,74,53
2022-01-08,Product_5,Store_2,85.76,63,49
2022-01-08,Product_5,Store_3,60.57,81,69
2022-01-09,Product_1,Store_1,32.38,73,60
2022-01-09,Product_1,Store_2,13.74,80,74
2022-01-09,Product_1,Store_3,39.69,47,41
2022-01-09,Product_2,Store_1,73.57,69,51
2022-01-09,Product_2,Store_2,92.37,60,45
2022-01-09,Product_2,Store_3,45.34,95,74
2022-01-09,Product_3,Store_1,30.22,60,42
2022-01-09,Product_3,Store_2,11.74,66,59
2022-01-09,Product_3,Store_3,46.0,90,72
2022-01-09,Product_4,Store_1,25.17,72,55
2022-01-09,Product_4,Store_2,71.27,62,50
2022-01-09,Product_4,Store_3,61.0,76,64
2022-01-09,Product_5,Store_1,16.71,51,41
2022-01-09,Product_5,Store_2,30.15,75,59
2022-01-09,Product_5,Store_3,79.46,79,74
2022-01-10,Product_1,Store_1,71.02,67,56
2022-01-10,Product_1,Store_2,23.26,60,55
2022-01-10,Product_1,Store_3,55.8,62,52
2022-01-10,Product_2,Store_1,78.58,55,55
2022-01-10,Product_2,Store_2,95.27,50,28
2022-01-10,Product_2,Store_3,41.39,44,15
2022-01-10,Product_3,Store_1,39.0,71,55
2022-01-10,Product_3,Store_2,25.95,53,46
2022-01-10,Product_3,Store_3,34.42,58,44
2022-01-10,Product_4,Store_1,97.54,55,41
2022-01-10,Product_4,Store_2,53.79,66,43
2022-01-10,Product_4,Store_3,95.16,64,42
2022-01-10,Product_5,Store_1,45.24,41,29
2022-01-10,Product_5,Store_2,37.88,41,32
2022-01-10,Product_5,Store_3,37.02,69,55
2022-01-11,Product_1,Store_1,31.75,77,62
2022-01-11,Product_1,Store_2,40.97,52,48
2022-01-11,Product_1,Store_3,24.07,63,63
2022-01-11,Product_2,Store_1,59.87,67,50
2022-01-11,Product_2,Store_2,18.03,66,56
2022-01-11,Product_2,Store_3,74.01,63,43
2022-01-11,Product_3,Store_1,68.95,82,69
2022-01-11,Product_3,Store_2,65.28,66,58
2022-01-11,Product_3,Store_3,45.25,53,41
2022-01-11,Product_4,Store_1,67.68,72,50
2022-01-11,Product_4,Store_2,96.01,59,56
2022-01-11,Product_4,Store_3,51.43,53,53
2022-01-11,Product_5,Store_1,66.66,62,37
2022-01-11,Product_5,Store_2,55.38,60,50
2022-01-11,Product_5,Store_3,26.56,61,56
2022-01-12,Product_1,Store_1,87.28,50,41
2022-01-12,Product_1,Store_2,12.84,71,57
2022-01-12,Product_1,Store_3,23.76,61,49
2022-01-12,Product_2,Store_1,23.3,40,31
2022-01-12,Product_2,Store_2,26.59,81,65
2022-01-12,Product_2,Store_3,88.5,69,59
2022-01-12,Product_3,Store_1,65.33,53,51
2022-01-12,Product_3,Store_2,62.12,58,50
2022-01-12,Product_3,Store_3,84.01,63,51
2022-01-12,Product_4,Store_1,35.99,54,42
2022-01-12,Product_4,Store_2,45.79,69,52
2022-01-12,Product_4,Store_3,56.66,51,39
2022-01-12,Product_5,Store_1,59.66,74,74
2022-01-12,Product_5,Store_2,28.16,70,70
2022-01-12,Product_5,Store_3,19.03,42,39
2022-01-13,Product_1,Store_1,39.49,59,38
2022-01-13,Product_1,Store_2,66.54,62,51
2022-01-13,Product_1,Store_3,96.3,66,55
2022-01-13,Product_2,Store_1,86.61,55,41
2022-01-13,Product_2,Store_2,78.0,59,36
2022-01-13,Product_2,Store_3,51.44,55,38
2022-01-13,Product_3,Store_1,13.11,65,50
2022-01-13,Product_3,Store_2,59.19,50,32
2022-01-13,Product_3,Store_3,77.31,36,36
2022-01-13,Product_4,Store_1,36.71,39,21
2022-01-13,Product_4,Store_2,31.2,67,50
2022-01-13,Product_4,Store_3,71.73,65,53
2022-01-13,Product_5,Store_1,26.59,52,41
2022-01-13,Product_5,Store_2,42.54,80,62
2022-01-13,Product_5,Store_3,103.2,67,56
2022-01-14,Product_1,Store_1,77.38,65,47
2022-01-14,Product_1,Store_2,18.52,53,41
2022-01-14,Product_1,Store_3,58.78,45,34
2022-01-14,Product_2,Store_1,90.77,55,42
2022-01-14,Product_2,Store_2,72.51,61,40
2022-01-14,Product_2,Store_3,91.65,80,64
2022-01-14,Product_3,Store_1,22.96,49,38
2022-01-14,Product_3,Store_2,63.33,64,37
2022-01-14,Product_3,Store_3,50.52,47,34
2022-01-14,Product_4,Store_1,69.66,59,50
2022-01-14,Product_4,Store_2,47.8,46,43
2022-01-14,Product_4,Store_3,78.55,57,40
2022-01-14,Product_5,Store_1,22.54,66,42
2022-01-14,Product_5,Store_2,50.79,46,36
2022-01-14,Product_5,Store_3,45.03,73,63
2022-01-15,Product_1,Store_1,34.44,72,69
2022-01-15,Product_1,Store_2,62.8,56,45
2022-01-15,Product_1,Store_3,13.44,52,46
2022-01-15,Product_2,Store_1,35.48,81,56
2022-01-15,Product_2,Store_2,72.48,90,79
2022-01-15,Product_2,Store_3,43.82,69,58
2022-01-15,Product_3,Store_1,15.01,86,73
2022-01-15,Product_3,Store_2,36.47,60,60
2022-01-15,Product_3,Store_3,20.76,74,53
2022-01-15,Product_4,Store_1,53.34,81,56
2022-01-15,Product_4,Store_2,98.2,75,53
2022-01-15,Product_4,Store_3,92.95,73,54
2022-01-15,Product_5,Store_1,75.24,79,62
2022-01-15,Product_5,Store_2,30.83,77,63
2022-01-15,Product_5,Store_3,61.81,73,55
2022-01-16,Product_1,Store_1,22.96,72,68
2022-01-16,Product_1,Store_2,43.54,75,48
2022-01-16,Product_1,Store_3,53.78,67,55
2022-01-16,Product_2,Store_1,73.82,75,46
2022-01-16,Product_2,Store_2,42.0,82,64
2022-01-16,Product_2,Store_3,39.27,55,55
2022-01-16,Product_3,Store_1,49.31,61,57
2022-01-16,Product_3,Store_2,62.54,56,22
2022-01-16,Product_3,Store_3,77.35,64,46
2022-01-16,Product_4,Store_1,90.32,75,60
2022-01-16,Product_4,Store_2,18.78,67,60
2022-01-16,Product_4,Store_3,63.06,53,38
2022-01-16,Product_5,Store_1,32.82,60,47
2022-01-16,Product_5,Store_2,15.87,53,41
2022-01-16,Product_5,Store_3,93.33,88,68
2022-01-17,Product_1,Store_1,77.92,52,39
2022-01-17,Product_1,Store_2,22.66,61,49
2022-01-17,Product_1,Store_3,88.08,60,36
2022-01-17,Product_2,Store_1,56.05,58,49
2022-01-17,Product_2,Store_2,15.65,64,58
2022-01-17,Product_2,Store_3,31.69,61,42
2022-01-17,Product_3,Store_1,91.44,62,36
2022-01-17,Product_3,Store_2,106.49,44,41
2022-01-17,Product_3,Store_3,80.61,53,45
2022-01-17,Product_4,Store_1,47.58,48,44
2022-01-17,Product_4,Store_2,89.25,48,48
2022-01-17,Product_4,Store_3,22.42,79,66
2022-01-17,Product_5,Store_1,88.23,50,49
2022-01-17,Product_5,Store_2,74.71,67,58
2022-01-17,Product_5,Store_3,55.83,53,49
2022-01-18,Product_1,Store_1,26.34,48,31
2022-01-18,Product_1,Store_2,53.71,64,59
2022-01-18,Product_1,Store_3,99.71,56,49
2022-01-18,Product_2,Store_1,26.41,64,54
2022-01-18,Product_2,Store_2,54.24,61,55
2022-01-18,Product_2,Store_3,34.51,60,47
2022-01-18,Product_3,Store_1,91.53,43,30
2022-01-18,Product_3,Store_2,36.87,66,48
2022-01-18,Product_3,Store_3,38.58,46,33
2022-01-18,Product_4,Store_1,35.16,74,61
2022-01-18,Product_4,Store_2,26.45,64,60
2022-01-18,Product_4,Store_3,16.64,47,47
2022-01-18,Product_5,Store_1,88.87,58,43
2022-01-18,Product_5,Store_2,80.57,61,51
2022-01-18,Product_5,Store_3,67.37,45,36
2022-01-19,Product_1,Store_1,98.47,66,39
2022-01-19,Product_1,Store_2,42.49,44,35
2022-01-19,Product_1,Store_3,62.8,52,24
2022-01-19,Product_2,Store_1,43.21,59,59
2022-01-19,Product_2,Store_2,18.08,49,48
2022-01-19,Product_2,Store_3,67.66,51,51
2022-01-19,Product_3,Store_1,62.96,42,22
2022-01-19,Product_3,Store_2,68.59,54,34
2022-01-19,Product_3,Store_3,76.95,65,49
2022-01-19,Product_4,Store_1,11.04,64,56
2022-01-19,Product_4,Store_2,87.82,47,36
2022-01-19,Product_4,Store_3,53.99,43,32
2022-01-19,Product_5,Store_1,71.61,57,41
2022-01-19,Product_5,Store_2,80.0,74,72
2022-01-19,Product_5,Store_3,40.96,48,42
2022-01-20,Product_1,Store_1,24.75,61,40
2022-01-20,Product_1,Store_2,72.26,36,26
2022-01-20,Product_1,Store_3,62.61,54,43
2022-01-20,Product_2,Store_1,56.63,36,27
2022-01-20,Product_2,Store_2,13.07,50,36
2022-01-20,Product_2,Store_3,59.49,45,29
2022-01-20,Product_3,Store_1,60.22,59,42
2022-01-20,Product_3,Store_2,14.53,47,30
2022-01-20,Product_3,Store_3,65.41,45,38
2022-01-20,Product_4,Store_1,44.27,58,51
2022-01-20,Product_4,Store_2,86.57,47,33
2022-01-20,Product_4,Store_3,89.4,67,51
2022-01-20,Product_5,Store_1,30.23,54,45
2022-01-20,Product_5,Store_2,96.61,72,72
2022-01-20,Product_5,Store_3,20.96,55,46
2022-01-21,Product_1,Store_1,11.58,75,50
2022-01-21,Product_1,Store_2,44.11,58,42
2022-01-21,Product_1,Store_3,79.14,49,44
2022-01-21,Product_2,Store_1,83.17,45,25
2022-01-21,Product_2,Store_2,45.36,45,45
2022-01-21,Product_2,Store_3,96.98,34,32
2022-01-21,Product_3,Store_1,14.01,52,37
2022-01-21,Product_3,Store_2,92.72,57,40
2022-01-21,Product_3,Store_3,104.01,50,49
2022-01-21,Product_4,Store_1,53.57,50,35
2022-01-21,Product_4,Store_2,89.78,58,52
2022-01-21,Product_4,Store_3,53.58,56,50
2022-01-21,Product_5,Store_1,10.02,48,43
2022-01-21,Product_5,Store_2,18.39,57,44
2022-01-21,Product_5,Store_3,48.31,54,47
2022-01-22,Product_1,Store_1,26.57,99,74
2022-01-22,Product_1,Store_2,80.93,62,50
2022-01-22,Product_1,Store_3,48.07,61,55
2022-01-22,Product_2,Store_1,86.02,70,66
2022-01-22,Product_2,Store_2,73.91,47,42
2022-01-22,Product_2,Store_3,65.44,71,41
2022-01-22,Product_3,Store_1,54.98,68,44
2022-01-22,Product_3,Store_2,47.81,77,61
2022-01-22,Product_3,Store_3,59.87,68,44
2022-01-22,Product_4,Store_1,80.08,60,44
2022-01-22,Product_4,Store_2,52.46,70,67
2022-01-22,Product_4,Store_3,76.48,49,34
2022-01-22,Product_5,Store_1,58.02,93,71
2022-01-22,Product_5,Store_2,26.25,79,53
2022-01-22,Product_5,Store_3,63.82,71,70
2022-01-23,Product_1,Store_1,53.92,51,40
2022-01-23,Product_1,Store_2,97.1,57,34
2022-01-23,Product_1,Store_3,74.8,82,56
2022-01-23,Product_2,Store_1,29.67,89,73
2022-01-23,Product_2,Store_2,49.72,55,55
2022-01-23,Product_2,Store_3,100.35,63,45
2022-01-23,Product_3,Store_1,65.78,79,60
2022-01-23,Product_3,Store_2,31.51,55,49
2022-01-23,Product_3,Store_3,47.4,72,53
2022-01-23,Product_4,Store_1,98.89,61,50
2022-01-23,Product_4,Store_2,74.49,67,48
2022-01-23,Product_4,Store_3,88.22,60,29
2022-01-23,Product_5,Store_1,96.74,60,54
2022-01-23,Product_5,Store_2,43.7,75,60
2022-01-23,Product_5,Store_3,59.96,76,46
2022-01-24,Product_1,Store_1,95.61,39,36
2022-01-24,Product_1,Store_2,24.89,52,24
2022-01-24,Product_1,Store_3,79.03,49,34
2022-01-24,Product_2,Store_1,78.74,74,55
2022-01-24,Product_2,Store_2,75.85,51,46
2022-01-24,Product_2,Store_3,63.88,55,37
2022-01-24,Product_3,Store_1,57.84,56,50
2022-01-24,Product_3,Store_2,56.69,55,48
2022-01-24,Product_3,Store_3,52.84,52,35
2022-01-24,Product_4,Store_1,42.09,64,51
2022-01-24,Product_4,Store_2,25.72,59,55
2022-01-24,Product_4,Store_3,75.0,50,47
2022-01-24,Product_5,Store_1,93.83,48,39
2022-01-24,Product_5,Store_2,20.75,60,55
2022-01-24,Product_5,Store_3,67.1,78,66
2022-01-25,Product_1,Store_1,56.13,48,35
2022-01-25,Product_1,Store_2,42.45,58,32
2022-01-25,Product_1,Store_3,100.45,69,53
2022-01-25,Product_2,Store_1,18.21,50,28
2022-01-25,Product_2,Store_2,25.34,71,53
2022-01-25,Product_2,Store_3,31.34,51,43
2022-01-25,Product_3,Store_1,16.96,44,37
2022-01-25,Product_3,Store_2,32.11,67,49
2022-01-25,Product_3,Store_3,64.67,58,50
2022-01-25,Product_4,Store_1,11.68,47,36
2022-01-25,Product_4,Store_2,26.78,51,39
2022-01-25,Product_4,Store_3,11.56,71,62
2022-01-25,Product_5,Store_1,28.73,51,36
2022-01-25,Product_5,Store_2,55.12,66,66
2022-01-25,Product_5,Store_3,28.98,72,43
2022-01-26,Product_1,Store_1,103.85,57,56
2022-01-26,Product_1,Store_2,77.83,61,47
2022-01-26,Product_1,Store_3,71.38,53,38
2022-01-26,Product_2,Store_1,15.04,48,37
2022-01-26,Product_2,Store_2,32.95,41,39
2022-01-26,Product_2,Store_3,18.83,45,37
2022-01-26,Product_3,Store_1,42.99,55,55
2022-01-26,Product_3,Store_2,41.92,72,55
2022-01-26,Product_3,Store_3,54.42,64,60
2022-01-26,Product_4,Store_1,50.42,55,48
2022-01-26,Product_4,Store_2,21.52,63,38
2022-01-26,Product_4,Store_3,25.45,52,36
2022-01-26,Product_5,Store_1,62.87,51,39
2022-01-26,Product_5,Store_2,61.78,53,41
2022-01-26,Product_5,Store_3,67.11,53,39
2022-01-27,Product_1,Store_1,67.64,65,52
2022-01-27,Product_1,Store_2,10.98,76,55
2022-01-27,Product_1,Store_3,75.61,73,58
2022-01-27,Product_2,Store_1,80.42,48,36
2022-01-27,Product_2,Store_2,95.45,40,22
2022-01-27,Product_2,Store_3,84.89,41,31
2022-01-27,Product_3,Store_1,42.65,71,60
2022-01-27,Product_3,Store_2,10.83,62,55
2022-01-27,Product_3,Store_3,82.88,61,52
2022-01-27,Product_4,Store_1,74.96,65,63
2022-01-27,Product_4,Store_2,64.73,64,43
2022-01-27,Product_4,Store_3,72.05,48,33
2022-01-27,Product_5,Store_1,91.85,36,27
2022-01-27,Product_5,Store_2,72.32,58,58
2022-01-27,Product_5,Store_3,38.01,57,47
2022-01-28,Product_1,Store_1,71.75,67,42
2022-01-28,Product_1,Store_2,43.01,49,48
2022-01-28,Product_1,Store_3,59.37,53,52
2022-01-28,Product_2,Store_1,94.02,56,41
2022-01-28,Product_2,Store_2,81.59,57,42
2022-01-28,Product_2,Store_3,31.85,67,56
2022-01-28,Product_3,Store_1,62.9,65,56
2022-01-28,Product_3,Store_2,30.84,77,62
2022-01-28,Product_3,Store_3,104.02,63,49
2022-01-28,Product_4,Store_1,70.41,50,44
2022-01-28,Product_4,Store_2,66.72,56,38
2022-01-28,Product_4,Store_3,52.17,52,47
2022-01-28,Product_5,Store_1,74.66,81,64
2022-01-28,Product_5,Store_2,24.47,59,49
2022-01-28,Product_5,Store_3,14.35,43,42
2022-01-29,Product_1,Store_1,68.13,86,75
2022-01-29,Product_1,Store_2,85.61,82,62
2022-01-29,Product_1,Store_3,99.29,91,70
2022-01-29,Product_2,Store_1,26.73,61,41
2022-01-29,Product_2,Store_2,95.32,65,48
2022-01-29,Product_2,Store_3,20.27,68,47
2022-01-29,Product_3,Store_1,22.78,63,50
2022-01-29,Product_3,Store_2,61.62,69,46
2022-01-29,Product_3,Store_3,34.58,61,56
2022-01-29,Product_4,Store_1,46.91,82,61
2022-01-29,Product_4,Store_2,83.47,60,48
2022-01-29,Product_4,Store_3,83.88,72,57
2022-01-29,Product_5,Store_1,20.0,73,62
2022-01-29,Product_5,Store_2,56.25,64,44
2022-01-29,Product_5,Store_3,29.05,59,54
2022-01-30,Product_1,Store_1,18.0,87,74
2022-01-30,Product_1,Store_2,30.44,59,56
2022-01-30,Product_1,Store_3,67.98,63,39
2022-01-30,Product_2,Store_1,89.46,78,62
2022-01-30,Product_2,Store_2,23.31,56,52
2022-01-30,Product_2,Store_3,12.03,64,63
2022-01-30,Product_3,Store_1,59.87,63,44
2022-01-30,Product_3,Store_2,71.85,63,48
2022-01-30,Product_3,Store_3,46.1,73,62
2022-01-30,Product_4,Store_1,92.84,64,45
2022-01-30,Product_4,Store_2,12.87,87,72
2022-01-30,Product_4,Store_3,39.61,64,64
2022-01-30,Product_5,Store_1,79.93,70,55
2022-01-30,Product_5,Store_2,38.54,82,53
2022-01-30,Product_5,Store_3,54.06,61,52
2022-01-31,Product_1,Store_1,78.5,71,41
2022-01-31,Product_1,Store_2,31.66,49,48
2022-01-31,Product_1,Store_3,40.02,43,32
2022-01-31,Product_2,Store_1,82.37,60,48
2022-01-31,Product_2,Store_2,62.89,40,40
2022-01-31,Product_2,Store_3,76.73,69,53
2022-01-31,Product_3,Store_1,11.25,46,36
2022-01-31,Product_3,Store_2,101.21,67,46
2022-01-31,Product_3,Store_3,37.5,53,42
2022-01-31,Product_4,Store_1,60.21,56,52
2022-01-31,Product_4,Store_2,40.5,59,36
2022-01-31,Product_4,Store_3,54.86,51,48
2022-01-31,Product_5,Store_1,50.84,64,49
2022-01-31,Product_5,Store_2,70.62,63,49
2022-01-31,Product_5,Store_3,66.74,43,35
2022-02-01,Product_1,Store_1,90.12,61,38
2022-02-01,Product_1,Store_2,50.22,52,35
2022-02-01,Product_1,Store_3,82.22,63,50
2022-02-01,Product_2,Store_1,95.0,69,53
2022-02-01,Product_2,Store_2,63.07,64,52
2022-02-01,Product_2,Store_3,48.3,59,47
2022-02-01,Product_3,Store_1,39.2,32,32
2022-02-01,Product_3,Store_2,71.1,68,58
2022-02-01,Product_3,Store_3,21.43,50,38
2022-02-01,Product_4,Store_1,24.78,88,68
2022-02-01,Product_4,Store_2,12.44,58,58
2022-02-01,Product_4,Store_3,30.67,56,46
2022-02-01,Product_5,Store_1,80.71,64,46
2022-02-01,Product_5,Store_2,35.78,62,48
2022-02-01,Product_5,Store_3,79.57,45,33
2022-02-02,Product_1,Store_1,16.84,45,35
2022-02-02,Product_1,Store_2,45.76,56,50
2022-02-02,Product_1,Store_3,21.86,55,30
2022-02-02,Product_2,Store_1,46.65,60,44
2022-02-02,Product_2,Store_2,44.32,78,71
2022-02-02,Product_2,Store_3,25.67,62,53
2022-02-02,Product_3,Store_1,79.92,63,49
2022-02-02,Product_3,Store_2,62.11,77,70
2022-02-02,Product_3,Store_3,77.25,59,37
2022-02-02,Product_4,Store_1,100.34,63,52
2022-02-02,Product_4,Store_2,77.96,46,31
2022-02-02,Product_4,Store_3,32.08,63,41
2022-02-02,Product_5,Store_1,77.31,77,61
2022-02-02,Product_5,Store_2,19.0,57,41
2022-02-02,Product_5,Store_3,106.33,73,46
2022-02-03,Product_1,Store_1,42.26,50,36
2022-02-03,Product_1,Store_2,73.36,68,68
2022-02-03,Product_1,Store_3,9.74,60,50
2022-02-03,Product_2,Store_1,70.88,71,47
2022-02-03,Product_2,Store_2,87.58,50,44
2022-02-03,Product_2,Store_3,19.86,55,33
2022-02-03,Product_3,Store_1,47.52,46,33
2022-02-03,Product_3,Store_2,26.28,64,58
2022-02-03,Product_3,Store_3,35.74,79,53
2022-02-03,Product_4,Store_1,22.31,79,74
2022-02-03,Product_4,Store_2,77.42,54,51
2022-02-03,Product_4,Store_3,20.62,80,47
2022-02-03,Product_5,Store_1,63.51,56,49
2022-02-03,Product_5,Store_2,38.15,77,67
2022-02-03,Product_5,Store_3,67.18,58,43
2022-02-04,Product_1,Store_1,11.79,67,50
2022-02-04,Product_1,Store_2,49.26,58,41
2022-02-04,Product_1,Store_3,63.67,44,35
2022-02-04,Product_2,Store_1,63.39,44,34
2022-02-04,Product_2,Store_2,66.67,96,96
2022-02-04,Product_2,Store_3,57.75,69,45
2022-02-04,Product_3,Store_1,25.47,40,34
2022-02-04,Product_3,Store_2,60.18,71,58
2022-02-04,Product_3,Store_3,44.66,47,39
2022-02-04,Product_4,Store_1,101.6,76,60
2022-02-04,Product_4,Store_2,88.38,74,51
2022-02-04,Product_4,Store_3,11.9,68,58
2022-02-04,Product_5,Store_1,86.37,48,41
2022-02-04,Product_5,Store_2,15.07,64,50
2022-02-04,Product_5,Store_3,88.91,61,50
2022-02-05,Product_1,Store_1,71.33,75,61
2022-02-05,Product_1,Store_2,32.73,72,60
2022-02-05,Product_1,Store_3,53.85,61,41
2022-02-05,Product_2,Store_1,28.01,68,54
2022-02-05,Product_2,Store_2,80.51,54,45
2022-02-05,Product_2,Store_3,89.33,54,27
2022-02-05,Product_3,Store_1,59.1,66,45
2022-02-05,Product_3,Store_2,21.22,51,42
2022-02-05,Product_3,Store_3,11.1,80,62
2022-02-05,Product_4,Store_1,41.2,84,65
2022-02-05,Product_4,Store_2,18.23,85,67
2022-02-05,Product_4,Store_3,15.46,60,56
2022-02-05,Product_5,Store_1,45.8,65,48
2022-02-05,Product_5,Store_2,48.48,60,39
2022-02-05,Product_5,Store_3,51.97,85,57
2022-02-06,Product_1,Store_1,89.86,85,64
2022-02-06,Product_1,Store_2,57.97,76,53
2022-02-06,Product_1,Store_3,11.89,86,74
2022-02-06,Product_2,Store_1,87.65,80,58
2022-02-06,Product_2,Store_2,64.32,55,55
2022-02-06,Product_2,Store_3,50.46,78,63
2022-02-06,Product_3,Store_1,27.92,85,66
2022-02-06,Product_3,Store_2,93.5,59,42
2022-02-06,Product_3,Store_3,65.55,66,41
2022-02-06,Product_4,Store_1,54.03,67,57
2022-02-06,Product_4,Store_2,98.64,76,56
2022-02-06,Product_4,Store_3,14.27,70,56
2022-02-06,Product_5,Store_1,32.75,75,63
2022-02-06,Product_5,Store_2,38.67,77,66
2022-02-06,Product_5,Store_3,57.24,69,58
2022-02-07,Product_1,Store_1,29.92,45,45
2022-02-07,Product_1,Store_2,73.13,38,22
2022-02-07,Product_1,Store_3,38.93,59,56
